section_a,section_b,mesh_similarity
Protein Chemistry Section,Autoimmunity and Functional Genomics Section,0.013079667063020214
Genetic Engineering Section,Building 33,0.013058419243986255
Plague Section,NIAID International Center of Excellence in Research Cambodia,0.013029315960912053
Integrative Immunobiology Section,Building 14B South,0.013015184381778741
Quantitative Virology and Evolution Unit,Pathogenesis and Immunity Section,0.013009243409791168
Vaccine Development Unit,Quantitative Virology and Evolution Unit,0.013009243409791168
International HIV/STD Section,Buildings 4 and 10/11C127,0.012995818736580405
Protein Chemistry Section,Molecular Pathogenesis Unit,0.012987012987012988
Lymphocyte Activation Section,Antibody Biology Unit,0.01296126867947545
Microbial Pathogenesis Section,Antibody Biology Unit,0.012953367875647668
Multiscale Systems Biology Section,International HIV/STD Section,0.012950736414423566
Twinbrook Imaging Facility,Building 14B South,0.012915129151291513
Vector Biology Section,Building NIHAC/103,0.0128928283642224
Human Immunological Diseases Section,Bacterial Physiology and Metabolism Unit,0.01288244766505636
Office of the Animal Program Director,Human Immunological Diseases Section,0.01287001287001287
Genetic Engineering Section,Antibody Biology Unit,0.012844036697247707
Physiology Unit,Building 14B South,0.01279317697228145
Research Technology Branch,Helminth Immunology Section,0.0127507969248078
Viral Pathogenesis and Evolution Section,Bacterial Physiology and Metabolism Unit,0.012749681257968552
TSE/Prion Biochemistry Section,NIAID International Center of Excellence in Research Cambodia,0.012698412698412698
Quantitative Virology and Evolution Unit,Epidemiology and Population Studies Unit,0.01267962806424345
Systems Genomics Section,NIAID International Center of Excellence in Research Cambodia,0.012677484787018255
Immune Deficiency Genetics Section,Antibody Biology Unit,0.012674007895283607
Office of the Animal Program Director,Buildings 4 and 10/11C127,0.01263823064770932
NIAID International Center of Excellence in Research Cambodia,Barrier Immunity Section,0.01262135922330097
Protein Chemistry Section,Computational Biology Unit,0.012578616352201259
Molecular Pathogenesis and Biomarkers Section,Bacterial Physiology and Metabolism Unit,0.012552301255230125
Office of the Animal Program Director,Immunobiology Section,0.012532981530343008
Prion Cell Biology Unit,Epidemiology and Population Studies Unit,0.0125
Quantitative Virology and Evolution Unit,Human Eosinophil Section,0.0125
Malaria Genetics Section,Bacterial Physiology and Metabolism Unit,0.01249442213297635
Viral Epidemiology and Immunity Unit,Building 14B South,0.012461059190031152
Protein Chemistry Section,Molecular Biology Section,0.012404580152671756
Protein Chemistry Section,Lyme Disease Studies Unit,0.012396694214876033
Metaorganism Immunity Section,Bacterial Physiology and Metabolism Unit,0.012367491166077738
Building 14B South,Autoimmunity and Functional Genomics Section,0.012360939431396786
Quantitative Virology and Evolution Unit,Malaria Immunology Section,0.012350443844075647
Office of the Animal Program Director,Intracellular Parasite Biology Section,0.012320328542094456
Protein Chemistry Section,Mucosal Immunobiology Section,0.012320328542094456
Microbial Pathogenesis Section,Building 33,0.012281835811247576
Systems Genomics Section,Protein Chemistry Section,0.012263668880940215
NIAID International Center of Excellence in Research Cambodia,Immunopathogenesis Section (Laboratory of Immunoregulation),0.012252042007001166
Viral Pathogenesis and Vaccine Section,Bacterial Physiology and Metabolism Unit,0.01224739742804654
Immune Deficiency Genetics Section,Building 33,0.012238124870358847
Signaling Systems Section,Building 14B South,0.012213740458015267
Visual and Medical Arts Unit,Structural Informatics Unit,0.012195121951219513
Translational Mycology Section,Protein Chemistry Section,0.01216333622936577
Vector-Pathogen-Host Interaction Unit,Research Technology Branch,0.01216281310211946
Research Technology Branch,Immune Deficiency Genetics Section,0.012147416100473544
Salmonella-Host Cell Interactions Section,Building 14B South,0.012110726643598616
Structural Virology Section,Building 14B South,0.012110726643598616
NIAID International Center of Excellence in Research Cambodia,Clinical and Molecular Retrovirology Section,0.012109920819748486
Vector Molecular Biology Section,NIAID International Center of Excellence in Research Cambodia,0.012109795479009687
Genetic Immunotherapy Section,Bacterial Physiology and Metabolism Unit,0.012077294685990338
Malaria Immunology Section,Bacterial Physiology and Metabolism Unit,0.012057565149747181
Transplant Infectious Diseases Consult Service,Bacterial Physiology and Metabolism Unit,0.012027491408934709
Protein Chemistry Section,B-Cell Immunology Section,0.012003000750187547
Mucosal Immunity Section,Bacterial Physiology and Metabolism Unit,0.011989342806394316
Structural Informatics Unit,Building 50,0.011976047904191617
Vector-Pathogen-Host Interaction Unit,Structural Informatics Unit,0.011926273942898446
Quantitative Virology and Evolution Unit,Microbial Pathogenesis Section,0.011902185674096516
Immunobiology Section,Bacterial Physiology and Metabolism Unit,0.011877268228307489
Prion Cell Biology Unit,NIAID International Center of Excellence in Research Cambodia,0.011876484560570071
Malaria Genetics Section,Building 33,0.011816192560175055
NIAID International Center of Excellence in Research Cambodia,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.011739594450373533
Molecular Parasitology and Entomology Unit,Disease Modeling and Transmission Section,0.01172047766475011
NIAID International Center of Excellence in Research Cambodia,Molecular Defenses Section,0.011669658886894075
T-Cell Tolerance and Memory Section,Building 14B South,0.011650485436893204
Inflammation & Innate Immunity Unit,Building 14B South,0.011627906976744186
NIAID International Center of Excellence in Research Cambodia,Molecular Microbiology Section,0.011608623548922056
Molecular Parasitology and Entomology Unit,Lymphocyte Activation Section,0.011557177615571776
Structural Informatics Unit,Immune Deficiency Genetics Section,0.01153450051493306
TSE/Prion Biochemistry Section,Protein Chemistry Section,0.011531069827033953
Barrier Immunity Section,Bacterial Physiology and Metabolism Unit,0.011510791366906475
Pathogen Molecular Genetics Section,Office of the Animal Program Director,0.011467889908256881
NIAID International Center of Excellence in Research Cambodia,Gene Regulation Section,0.011400651465798045
Lymphocyte Biology Section,Bacterial Physiology and Metabolism Unit,0.011363636363636364
Mast Cell Biology Section,Building NIHAC/103,0.011337868480725623
Vector-Pathogen-Host Interaction Unit,Building NIHAC/103,0.011298076923076923
Protein Chemistry Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.011296395911780527
Immune Deficiency Genetics Section,Building NIHAC/103,0.011293634496919919
Clinical Microbiome Unit (CMU),Building 14B South,0.011278195488721804
Computational Biology Unit,Building 14B South,0.011235955056179775
Protein Chemistry Section,Pathogen-Host Cell Biology Section,0.011213047910295617
Building 14B South,Biology of Vector-Borne Viruses Section,0.011194029850746268
Molecular Parasitology and Entomology Unit,Microbial Pathogenesis Section,0.011185201118520113
Salmonella-Host Cell Interactions Section,NIAID International Center of Excellence in Research Cambodia,0.011164274322169059
Viral Pathogenesis and Evolution Section,NIAID International Center of Excellence in Research Cambodia,0.011139674378748929
Protein Chemistry Section,Molecular Pathology Section,0.011111111111111112
Scientist Emerita,Building 14B South,0.011093502377179081
Protein Chemistry Section,Emerging Virus Immunity Unit,0.011045029736618521
Transplant Infectious Diseases Consult Service,Protein Chemistry Section,0.011029411764705883
Visual and Medical Arts Unit,Bacterial Physiology and Metabolism Unit,0.01098901098901099
Protein Chemistry Section,Clinical Pathophysiology Section,0.010948905109489052
T-Cell Tolerance and Memory Section,Protein Chemistry Section,0.010948905109489052
NIAID International Center of Excellence in Research Cambodia,Chlamydial Diseases Section,0.010922330097087379
Translational Allergic Immunopathology Unit,Building 14B South,0.010899182561307902
TSE/Prion and Retroviral Pathogenesis Section,NIAID International Center of Excellence in Research Cambodia,0.010880316518298714
Hepatic Pathogenesis Section,Building 14B South,0.010869565217391304
Mast Cell Biology Section,Antibody Biology Unit,0.010869565217391304
Vector Biology Section,Building 33,0.010851871947911014
Intracellular Parasite Biology Section,Bacterial Physiology and Metabolism Unit,0.010847258868367049
Retroviral Immunology Section,NIAID International Center of Excellence in Research Cambodia,0.010810810810810811
Tick-Pathogen Transmission Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.010807889759524453
International HIV/STD Section,Epithelial Therapeutics Unit,0.010756770437863833
Molecular Genetics Section (Laboratory of Viral Diseases),Building 14B South,0.010683760683760684
Structural Informatics Unit,Helminth Immunology Section,0.010676156583629894
Protein Chemistry Section,Nonhuman Primate Virology Section,0.0106544901065449
Protein Chemistry Section,Inflammation Biology Section,0.010648596321393998
International HIV/STD Section,Functional Cellular Networks Section,0.010647626205687086
Visual and Medical Arts Unit,Office of the Animal Program Director,0.010638297872340425
Office of the Animal Program Director,Microbial Pathogenesis Section,0.010631373399869819
Pathogen-Host Cell Biology Section,NIAID International Center of Excellence in Research Cambodia,0.010611419909044972
Gene Regulation Section,Building 14B South,0.01060070671378092
Clinical and Molecular Retrovirology Section,Bacterial Physiology and Metabolism Unit,0.01058444546709618
Cellular Immunology Section,Bacterial Physiology and Metabolism Unit,0.010558732952045754
Visual and Medical Arts Unit,LID Clinical Studies Unit,0.010526315789473684
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Building 33,0.010517688840322361
International HIV/STD Section,Biological Imaging,0.01051431466936914
Human Eosinophil Section,Bacterial Physiology and Metabolism Unit,0.010509721492380452
Tick-Pathogen Transmission Unit,Lymphocyte Activation Section,0.010505778177997898
Pathology Core,Building 14B South,0.010465116279069767
Protein Chemistry Section,HIV Immunovirology Section,0.010458567980691875
Tuberculosis Research Section,NIAID International Center of Excellence in Research Cambodia,0.010457010069713401
Translational Allergic Immunopathology Unit,Protein Chemistry Section,0.010430247718383311
Microbial Pathogenesis Section,Bacterial Physiology and Metabolism Unit,0.010418927718688952
Vector Molecular Biology Section,Bacterial Physiology and Metabolism Unit,0.01041388518024032
NIAID International Center of Excellence in Research Cambodia,Lung and Vascular Inflammation Section,0.010378827192527244
Structural Biology Section,Building 14B South,0.01037344398340249
Host-Pathogen Interactions and Structural Vaccinology Section,Building 14B South,0.010327022375215147
Building 14B South,Antibacterial Host Defense Unit,0.010309278350515464
Chlamydial Diseases Section,Building 14B South,0.010309278350515464
Office of the Animal Program Director,Building 50,0.010309278350515464
