section_a,section_b,journal_cat_similarity
RML Flow Cytometry Unit,Building 14B South,0.017094017094017096
Visual and Medical Arts Unit,Human Eosinophil Section,0.01707317073170732
Twinbrook III,Pathology Core,0.017045454545454544
Vector Biology Section,NIAID International Center of Excellence in Research Cambodia,0.01701701701701702
Genetic Engineering Section,Bacterial Physiology and Metabolism Unit,0.01701093560145808
Emerging Respiratory Viruses Section,Bacterial Physiology and Metabolism Unit,0.01700318809776833
Medical Virology Section,Bacterial Physiology and Metabolism Unit,0.01700318809776833
Mast Cell Biology Section,Building NIHAC/103,0.016921837228041903
Quantitative Virology and Evolution Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.016751638747268753
Vector Molecular Biology Section,Quantitative Virology and Evolution Unit,0.01670843776106934
Office of the Animal Program Director,Barrier Immunity Section,0.016494845360824743
Visual and Medical Arts Unit,Mucosal Immunobiology Section,0.016483516483516484
LID Clinical Studies Unit,Human Immunological Diseases Section,0.01644100580270793
Visual and Medical Arts Unit,Malaria Cell Biology Section,0.0163265306122449
LID Clinical Studies Unit,International HIV/STD Section,0.016304347826086956
Vector-Pathogen-Host Interaction Unit,Allergy and Immunology Clinical Training Program,0.016302186878727636
Immune Deficiency Genetics Section,Antibody Biology Unit,0.016251354279523293
Genetic Engineering Section,Clinical Microbiome Unit (CMU),0.016184971098265895
Vector Biology Section,Bacterial Physiology and Metabolism Unit,0.016177957532861477
Clinical Microbiome Unit (CMU),Building 50,0.016129032258064516
Intracellular Parasite Biology Section,Antibody Biology Unit,0.016115351993214587
Helminth Immunology Section,Antibody Biology Unit,0.016113744075829384
TSE/Prion Biochemistry Section,Office of the Animal Program Director,0.016055045871559634
Office of the Animal Program Director,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.016
NIAID International Center of Excellence in Research Cambodia,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.015988372093023256
Office of the Animal Program Director,Immune Activation Section,0.015968063872255488
Office of the Animal Program Director,Molecular Signaling Section,0.015968063872255488
Pathogen Molecular Genetics Section,Bacterial Physiology and Metabolism Unit,0.015957446808510637
Visual and Medical Arts Unit,Twinbrook Imaging Facility,0.015873015873015872
Viral Pathogenesis and Evolution Section,Office of the Animal Program Director,0.01583710407239819
Microbial Pathogenesis Section,Antibody Biology Unit,0.015803336259877086
Visual and Medical Arts Unit,TSE/Prion Biochemistry Section,0.015765765765765764
Visual and Medical Arts Unit,Human Immunological Diseases Section,0.015748031496062992
Visual and Medical Arts Unit,Immune Activation Section,0.015717092337917484
Visual and Medical Arts Unit,Molecular Signaling Section,0.015717092337917484
Human Immunological Diseases Section,Antibody Biology Unit,0.015655577299412915
Visual and Medical Arts Unit,Pathogen-Host Cell Biology Section,0.015625
International HIV/STD Section,Clinical Microbiome Unit (CMU),0.015609756097560976
Vector-Pathogen-Host Interaction Unit,Biological Imaging,0.01558130243707551
Office of the Animal Program Director,Cellular Immunology Section,0.015503875968992248
Visual and Medical Arts Unit,RML Flow Cytometry Unit,0.015503875968992248
Mast Cell Biology Section,LID Clinical Studies Unit,0.015472312703583062
Structural Informatics Unit,Building 50,0.015384615384615385
Office of the Animal Program Director,Mucosal Immunity Section,0.015228426395939087
Helminth Immunology Section,Bacterial Physiology and Metabolism Unit,0.015209125475285171
International HIV/STD Section,Building NIHAC/103,0.015188633023027927
International HIV/STD Section,Allergy and Immunology Clinical Training Program,0.015166340508806261
Vector Molecular Biology Section,Antibody Biology Unit,0.01507537688442211
Microbial Pathogenesis Section,Bacterial Physiology and Metabolism Unit,0.014964788732394365
Visual and Medical Arts Unit,Mucosal Immunity Section,0.014925373134328358
Office of the Animal Program Director,Human Eosinophil Section,0.01488833746898263
Lymphocyte Activation Section,Antibody Biology Unit,0.014792899408284023
Office of the Animal Program Director,HIV Pathogenesis Section,0.014767932489451477
NIAID International Center of Excellence in Research Cambodia,Lymphocyte Activation Section,0.014716703458425313
Visual and Medical Arts Unit,Malaria Infection Biology and Immunity Unit,0.014705882352941176
Office of the Animal Program Director,Molecular and Cellular Immunoregulation Section,0.014652014652014652
Office of the Animal Program Director,Clinical and Molecular Retrovirology Section,0.014522821576763486
Molecular Entomology Unit,Building 14B South,0.014492753623188406
Office of the Animal Program Director,Chemotaxis Signal Section,0.014492753623188406
Office of the Animal Program Director,Malaria Cell Biology Section,0.014492753623188406
Genetic Engineering Section,Antibody Biology Unit,0.014475271411338963
Intracellular Parasite Biology Section,Bacterial Physiology and Metabolism Unit,0.014443500424808835
Office of the Animal Program Director,Molecular Microbiology Section,0.014256619144602852
Vector Biology Section,Protein Chemistry Section,0.014155712841253791
NIAID International Center of Excellence in Research Cambodia,Buildings 4 and 10/11C127,0.014150943396226415
Office of the Animal Program Director,Malaria Functional Genomics Section,0.014109347442680775
NIAID International Center of Excellence in Research Cambodia,Helminth Immunology Section,0.014097744360902255
Functional Cellular Networks Section,Building 14B South,0.014084507042253521
Office of the Animal Program Director,Lymphocyte Biology Section,0.014084507042253521
Visual and Medical Arts Unit,Disease Modeling and Transmission Section,0.014047410008779631
Disease Modeling and Transmission Section,Bacterial Physiology and Metabolism Unit,0.014022787028921999
Vector-Pathogen-Host Interaction Unit,LID Clinical Studies Unit,0.013983220135836995
Disease Modeling and Transmission Section,Antibody Biology Unit,0.013973799126637555
NIAID International Center of Excellence in Research Cambodia,Immune Deficiency Genetics Section,0.013948497854077254
Helminth Immunology Section,Buildings 4 and 10/11C127,0.01394585726004922
Quantitative Virology and Evolution Unit,Mast Cell Biology Section,0.013911620294599018
Visual and Medical Arts Unit,Molecular Biology Section,0.013888888888888888
Office of the Animal Program Director,Nonhuman Primate Virology Section,0.01383399209486166
Protein Chemistry Section,Malaria Genetics Section,0.013819095477386936
Protein Chemistry Section,Emerging Respiratory Viruses Section,0.013800424628450107
Protein Chemistry Section,Medical Virology Section,0.013800424628450107
Malaria Genetics Section,Bacterial Physiology and Metabolism Unit,0.013784461152882205
Building 50,Antibacterial Host Defense Unit,0.0136986301369863
Visual and Medical Arts Unit,Hepatic Pathogenesis Section,0.0136986301369863
Protein Chemistry Section,Chlamydial Diseases Section,0.013636363636363636
Visual and Medical Arts Unit,Molecular Pathogenesis Unit,0.013513513513513514
Office of the Animal Program Director,Cellular Biology Section,0.013461538461538462
Vector Molecular Biology Section,Bacterial Physiology and Metabolism Unit,0.013422818791946308
Protein Chemistry Section,Genetic Engineering Section,0.013349514563106795
Visual and Medical Arts Unit,Computational Biology Unit,0.013333333333333334
Visual and Medical Arts Unit,Viral Pathogenesis and Evolution Section,0.013303769401330377
Molecular Genetics Section (Laboratory of Viral Diseases),Human Immunological Diseases Section,0.013257575757575758
Quantitative Virology and Evolution Unit,Building 33,0.013157894736842105
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Antibody Biology Unit,0.013109978150036417
Twinbrook III,Immune Deficiency Genetics Section,0.013013013013013013
Protein Chemistry Section,Pathogenesis and Immunity Section,0.012987012987012988
Vaccine Development Unit,Protein Chemistry Section,0.012987012987012988
Visual and Medical Arts Unit,Clinical Pathophysiology Section,0.01293103448275862
Molecular Genetics Section (Laboratory of Viral Diseases),Mast Cell Biology Section,0.0128
Protein Chemistry Section,Pathogen Molecular Genetics Section,0.012752391073326248
Office of the Animal Program Director,Immunopathogenesis Section (Laboratory of Immunoregulation),0.012544802867383513
Twinbrook III,Molecular Pathology Section,0.012539184952978056
Molecular Pathology Section,Bacterial Physiology and Metabolism Unit,0.012396694214876033
International HIV/STD Section,Buildings 4 and 10/11C127,0.012379642365887207
Visual and Medical Arts Unit,Virus Ecology Section,0.012345679012345678
Mast Cell Biology Section,Antibody Biology Unit,0.012305168170631665
Visual and Medical Arts Unit,Clinical and Molecular Retrovirology Section,0.012219959266802444
Office of the Animal Program Director,Lung and Vascular Inflammation Section,0.012121212121212121
Malaria Genetics Section,Allergy and Immunology Clinical Training Program,0.011990407673860911
Visual and Medical Arts Unit,B-Cell Molecular Immunology Section,0.011976047904191617
Caliciviruses Section,Building 50,0.011904761904761904
Physiology Unit,Building 50,0.011904761904761904
Tick-Pathogen Transmission Unit,Building 50,0.011904761904761904
Protein Chemistry Section,Intracellular Parasite Biology Section,0.011884550084889643
Pathogen-Host Cell Biology Section,Office of the Animal Program Director,0.011857707509881422
Visual and Medical Arts Unit,Lymphocyte Activation Section,0.011851851851851851
Systems Genomics Section,Office of the Animal Program Director,0.011799410029498525
Building 14B South,Apicomplexan Molecular Physiology Section,0.011764705882352941
Lung and Vascular Inflammation Section,Bacterial Physiology and Metabolism Unit,0.011764705882352941
Tick-Pathogen Transmission Unit,Building 14B South,0.011764705882352941
Lyme Disease Studies Unit,Building 50,0.011673151750972763
T-Cell Tolerance and Memory Section,Building 50,0.011627906976744186
Research Technology Branch,Building 50,0.011494252873563218
T-Cell Tolerance and Memory Section,Building 14B South,0.011494252873563218
Integrative Immunobiology Section,Building 50,0.011363636363636364
Research Technology Branch,Building 14B South,0.011363636363636364
NIAID International Center of Excellence in Research Cambodia,International HIV/STD Section,0.011341222879684419
Food Allergy Research Section,Building 50,0.011235955056179775
Integrative Immunobiology Section,Building 14B South,0.011235955056179775
Pathology Core,Office of the Animal Program Director,0.011235955056179775
Office of the Animal Program Director,Molecular and Cellular Immunology Section,0.011142061281337047
Visual and Medical Arts Unit,Viral Immunology Section,0.011111111111111112
Lymphocyte Activation Section,Bacterial Physiology and Metabolism Unit,0.011086474501108648
Visual and Medical Arts Unit,Lymphocyte Biology Section,0.01098901098901099
Visual and Medical Arts Unit,T-Lymphocyte Biology Section,0.01098901098901099
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Bacterial Physiology and Metabolism Unit,0.010932944606413994
Infectious Disease Pathogenesis Section,Building 50,0.010869565217391304
Quantitative Virology and Evolution Unit,International HIV/STD Section,0.010853478046373951
Visual and Medical Arts Unit,Inflammation Biology Section,0.010830324909747292
Visual and Medical Arts Unit,Metaorganism Immunity Section,0.010810810810810811
Visual and Medical Arts Unit,Immunity to Pulmonary Pathogens Section,0.01079136690647482
Vector-Pathogen-Host Interaction Unit,Quantitative Virology and Evolution Unit,0.010787055533359968
Protein Chemistry Section,Human Immunological Diseases Section,0.010773751224289911
Office of the Animal Program Director,Malaria Immunology Section,0.0106544901065449
Viral Budding Unit,Building 50,0.010638297872340425
Visual and Medical Arts Unit,Molecular and Cellular Immunoregulation Section,0.010638297872340425
NIAID International Center of Excellence in Research Cambodia,Mast Cell Biology Section,0.010586319218241042
Structural Biology Section,Building 50,0.010526315789473684
