section_a,section_b,journal_similarity
Molecular and Cellular Immunoregulation Section,Epidemiology and Population Studies Unit,0.0
Mosquito Immunity and Vector Competence Section,Allergy and Immunology Clinical Training Program,0.0
Mosquito Immunity and Vector Competence Section,Antibody Biology Unit,0.0
Mosquito Immunity and Vector Competence Section,Building 14B South,0.0
Mosquito Immunity and Vector Competence Section,Building 50,0.0
Mosquito Immunity and Vector Competence Section,Building NIHAC/103,0.0
Mosquito Immunity and Vector Competence Section,Clinical Microbiome Unit (CMU),0.0
Mucosal Immunity Section,Bacterial Physiology and Metabolism Unit,0.0
Mucosal Immunity Section,Building 14B South,0.0
Mucosal Immunity Section,Building 50,0.0
Mucosal Immunobiology Section,Building 14B South,0.0
Mucosal Immunobiology Section,Building 50,0.0
Mucosal Immunobiology Section,Clinical Microbiome Unit (CMU),0.0
Multiscale Systems Biology Section,Allergy and Immunology Clinical Training Program,0.0
Multiscale Systems Biology Section,Bacterial Physiology and Metabolism Unit,0.0
Multiscale Systems Biology Section,Biology of Vector-Borne Viruses Section,0.0
Multiscale Systems Biology Section,Building 14B South,0.0
Multiscale Systems Biology Section,Building 33,0.0
Multiscale Systems Biology Section,Building 50,0.0
Multiscale Systems Biology Section,Caliciviruses Section,0.0
Multiscale Systems Biology Section,Clinical Microbiome Unit (CMU),0.0
Multiscale Systems Biology Section,Gene Regulation Section,0.0
Multiscale Systems Biology Section,Hepatic Pathogenesis Section,0.0
Multiscale Systems Biology Section,LID Clinical Studies Unit,0.0
Multiscale Systems Biology Section,Molecular Entomology Unit,0.0
Multiscale Systems Biology Section,Molecular Parasitology and Entomology Unit,0.0
NIAID International Center of Excellence in Research Cambodia,Allergy and Immunology Clinical Training Program,0.0
NIAID International Center of Excellence in Research Cambodia,Antibody Biology Unit,0.0
NIAID International Center of Excellence in Research Cambodia,Autoimmunity and Functional Genomics Section,0.0
NIAID International Center of Excellence in Research Cambodia,B-Cell Molecular Immunology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Bacterial Physiology and Metabolism Unit,0.0
NIAID International Center of Excellence in Research Cambodia,Biological Imaging,0.0
NIAID International Center of Excellence in Research Cambodia,Biology of Vector-Borne Viruses Section,0.0
NIAID International Center of Excellence in Research Cambodia,Building 14B South,0.0
NIAID International Center of Excellence in Research Cambodia,Building 33,0.0
NIAID International Center of Excellence in Research Cambodia,Building 50,0.0
NIAID International Center of Excellence in Research Cambodia,Building NIHAC/103,0.0
NIAID International Center of Excellence in Research Cambodia,Buildings 4 and 10/11C127,0.0
NIAID International Center of Excellence in Research Cambodia,Cell Signaling and Immunity Section,0.0
NIAID International Center of Excellence in Research Cambodia,Cellular Immunology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Chemotaxis Signal Section,0.0
NIAID International Center of Excellence in Research Cambodia,Clinical Microbiome Unit (CMU),0.0
NIAID International Center of Excellence in Research Cambodia,Computational Biology Unit,0.0
NIAID International Center of Excellence in Research Cambodia,Coxiella Pathogenesis Section,0.0
NIAID International Center of Excellence in Research Cambodia,DNA Tumor Virus Section,0.0
NIAID International Center of Excellence in Research Cambodia,Epithelial Therapeutics Unit,0.0
NIAID International Center of Excellence in Research Cambodia,Flow Cytometry Section,0.0
NIAID International Center of Excellence in Research Cambodia,Food Allergy Research Section,0.0
NIAID International Center of Excellence in Research Cambodia,Functional Cellular Networks Section,0.0
NIAID International Center of Excellence in Research Cambodia,Gene Regulation Section,0.0
NIAID International Center of Excellence in Research Cambodia,Host-Parasite Interactions Section,0.0
NIAID International Center of Excellence in Research Cambodia,Host-Pathogen Interactions and Structural Vaccinology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Immune Deficiency Genetics Section,0.0
NIAID International Center of Excellence in Research Cambodia,Inflammation Biology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Integrative Immunobiology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Lymphocyte Biology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Mast Cell Biology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Molecular Biology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Molecular Defenses Section,0.0
NIAID International Center of Excellence in Research Cambodia,Molecular Development of the Immune System Section,0.0
NIAID International Center of Excellence in Research Cambodia,Molecular Genetics Section (Laboratory of Viral Diseases),0.0
NIAID International Center of Excellence in Research Cambodia,Molecular Parasitology and Entomology Unit,0.0
NIAID International Center of Excellence in Research Cambodia,Molecular Pathology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Molecular and Cellular Immunology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Molecular and Cellular Immunoregulation Section,0.0
NIAID International Center of Excellence in Research Cambodia,Mosquito Immunity and Vector Competence Section,0.0
NIAID International Center of Excellence in Research Cambodia,Mucosal Immunity Section,0.0
NIAID International Center of Excellence in Research Cambodia,Mucosal Immunobiology Section,0.0
NIAID International Center of Excellence in Research Cambodia,Multiscale Systems Biology Section,0.0
Neuroimmunological Diseases Section,Allergy and Immunology Clinical Training Program,0.0
Neuroimmunological Diseases Section,Bacterial Physiology and Metabolism Unit,0.0
Neuroimmunological Diseases Section,Building 14B South,0.0
Neuroimmunological Diseases Section,Building 33,0.0
Neuroimmunological Diseases Section,Building 50,0.0
Neuroimmunological Diseases Section,Clinical Microbiome Unit (CMU),0.0
Neuroimmunological Diseases Section,NIAID International Center of Excellence in Research Cambodia,0.0
Neuroimmunology Unit,Antibody Biology Unit,0.0
Neuroimmunology Unit,Bacterial Physiology and Metabolism Unit,0.0
Neuroimmunology Unit,Building 14B South,0.0
Neuroimmunology Unit,Building 33,0.0
Neuroimmunology Unit,Building 50,0.0
Neuroimmunology Unit,Clinical Microbiome Unit (CMU),0.0
Neuroimmunology Unit,NIAID International Center of Excellence in Research Cambodia,0.0
Nonhuman Primate Virology Section,Building 14B South,0.0
Nonhuman Primate Virology Section,Building 50,0.0
Office of the Animal Program Director,Allergy and Immunology Clinical Training Program,0.0
Office of the Animal Program Director,Antibacterial Host Defense Unit,0.0
Office of the Animal Program Director,Antibody Biology Unit,0.0
Office of the Animal Program Director,Apicomplexan Molecular Physiology Section,0.0
Office of the Animal Program Director,Autoimmunity and Functional Genomics Section,0.0
Office of the Animal Program Director,B-Cell Molecular Immunology Section,0.0
Office of the Animal Program Director,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0
Office of the Animal Program Director,Bacterial Physiology and Metabolism Unit,0.0
Office of the Animal Program Director,Building 14B South,0.0
Office of the Animal Program Director,Building 50,0.0
Office of the Animal Program Director,Buildings 4 and 10/11C127,0.0
Office of the Animal Program Director,Cellular Immunology Section,0.0
Office of the Animal Program Director,Chemotaxis Signal Section,0.0
Office of the Animal Program Director,Clinical Microbiome Unit (CMU),0.0
Office of the Animal Program Director,Clinical Pathophysiology Section,0.0
Office of the Animal Program Director,Coxiella Pathogenesis Section,0.0
Office of the Animal Program Director,Epithelial Therapeutics Unit,0.0
Office of the Animal Program Director,Food Allergy Research Section,0.0
Office of the Animal Program Director,Functional Cellular Networks Section,0.0
Office of the Animal Program Director,Gene Regulation Section,0.0
Office of the Animal Program Director,Host-Parasite Interactions Section,0.0
Office of the Animal Program Director,Host-Pathogen Interactions and Structural Vaccinology Section,0.0
Office of the Animal Program Director,Human Eosinophil Section,0.0
Office of the Animal Program Director,Infectious Disease Fellowship Training Program,0.0
Office of the Animal Program Director,Inflammation & Innate Immunity Unit,0.0
Office of the Animal Program Director,Integrative Immunobiology Section,0.0
Office of the Animal Program Director,Lung and Vascular Inflammation Section,0.0
Office of the Animal Program Director,Lymphocyte Biology Section,0.0
Office of the Animal Program Director,Malaria Functional Genomics Section,0.0
Office of the Animal Program Director,Malaria Genetics Section,0.0
Office of the Animal Program Director,Mast Cell Biology Section,0.0
Office of the Animal Program Director,Molecular Biology Section,0.0
Office of the Animal Program Director,Molecular Genetics Section (Laboratory of Bacteriology),0.0
Office of the Animal Program Director,Molecular Microbiology Section,0.0
Office of the Animal Program Director,Molecular Parasitology and Entomology Unit,0.0
Office of the Animal Program Director,Molecular and Cellular Immunology Section,0.0
Office of the Animal Program Director,Molecular and Cellular Immunoregulation Section,0.0
Office of the Animal Program Director,Mosquito Immunity and Vector Competence Section,0.0
Office of the Animal Program Director,Multiscale Systems Biology Section,0.0
Office of the Animal Program Director,NIAID International Center of Excellence in Research Cambodia,0.0
Pathogen Molecular Genetics Section,Allergy and Immunology Clinical Training Program,0.0
Pathogen Molecular Genetics Section,Building 14B South,0.0
Pathogen Molecular Genetics Section,Building 50,0.0
Pathogen Molecular Genetics Section,Office of the Animal Program Director,0.0
Pathogen-Host Cell Biology Section,Building 14B South,0.0
Pathogen-Host Cell Biology Section,Building 50,0.0
Pathogen-Host Cell Biology Section,Building NIHAC/103,0.0
Pathogen-Host Cell Biology Section,Clinical Microbiome Unit (CMU),0.0
Pathogen-Host Cell Biology Section,Office of the Animal Program Director,0.0
Pathogenesis and Immunity Section,Building 14B South,0.0
Pathogenesis and Immunity Section,Building 50,0.0
Pathology Core,Antibody Biology Unit,0.0
Pathology Core,Building 14B South,0.0
Pathology Core,Building 33,0.0
Pathology Core,Building 50,0.0
Pathology Core,Building NIHAC/103,0.0
Pathology Core,Clinical Microbiome Unit (CMU),0.0
Pathology Core,NIAID International Center of Excellence in Research Cambodia,0.0
Pathology Core,Office of the Animal Program Director,0.0
Physiology Unit,Bacterial Physiology and Metabolism Unit,0.0
Physiology Unit,Building 14B South,0.0
Physiology Unit,Building 33,0.0
Physiology Unit,Building 50,0.0
Physiology Unit,Clinical Microbiome Unit (CMU),0.0
Physiology Unit,Molecular Parasitology and Entomology Unit,0.0
Physiology Unit,Office of the Animal Program Director,0.0
Plague Section,Building 14B South,0.0
Plague Section,Building 50,0.0
Plague Section,Building NIHAC/103,0.0
Plague Section,Clinical Microbiome Unit (CMU),0.0
Plague Section,Office of the Animal Program Director,0.0
Primary Immune Deficiency Clinic,Antibody Biology Unit,0.0
Primary Immune Deficiency Clinic,Bacterial Physiology and Metabolism Unit,0.0
Primary Immune Deficiency Clinic,Building 14B South,0.0
Primary Immune Deficiency Clinic,Building 33,0.0
Primary Immune Deficiency Clinic,Building 50,0.0
Primary Immune Deficiency Clinic,Building NIHAC/103,0.0
Primary Immune Deficiency Clinic,Coxiella Pathogenesis Section,0.0
Primary Immune Deficiency Clinic,Functional Cellular Networks Section,0.0
Primary Immune Deficiency Clinic,Host-Parasite Interactions Section,0.0
Primary Immune Deficiency Clinic,Molecular Genetics Section (Laboratory of Bacteriology),0.0
Primary Immune Deficiency Clinic,Molecular Genetics Section (Laboratory of Viral Diseases),0.0
Primary Immune Deficiency Clinic,NIAID International Center of Excellence in Research Cambodia,0.0
Primary Immune Deficiency Clinic,Office of the Animal Program Director,0.0
Prion Cell Biology Unit,Allergy and Immunology Clinical Training Program,0.0
Prion Cell Biology Unit,Bacterial Physiology and Metabolism Unit,0.0
Prion Cell Biology Unit,Building 14B South,0.0
Prion Cell Biology Unit,Building 33,0.0
Prion Cell Biology Unit,Building 50,0.0
Prion Cell Biology Unit,Building NIHAC/103,0.0
Prion Cell Biology Unit,Buildings 4 and 10/11C127,0.0
Prion Cell Biology Unit,Clinical Microbiome Unit (CMU),0.0
Prion Cell Biology Unit,Infectious Disease Fellowship Training Program,0.0
Prion Cell Biology Unit,Molecular Parasitology and Entomology Unit,0.0
Prion Cell Biology Unit,Mucosal Immunobiology Section,0.0
Prion Cell Biology Unit,Multiscale Systems Biology Section,0.0
Prion Cell Biology Unit,NIAID International Center of Excellence in Research Cambodia,0.0
Prion Cell Biology Unit,Office of the Animal Program Director,0.0
Protein Chemistry Section,Allergy and Immunology Clinical Training Program,0.0
Protein Chemistry Section,Antibacterial Host Defense Unit,0.0
Protein Chemistry Section,Antibody Biology Unit,0.0
Protein Chemistry Section,Bacterial Physiology and Metabolism Unit,0.0
Protein Chemistry Section,Building 14B South,0.0
Protein Chemistry Section,Building 50,0.0
Protein Chemistry Section,Buildings 4 and 10/11C127,0.0
Protein Chemistry Section,Clinical Microbiome Unit (CMU),0.0
Protein Chemistry Section,Food Allergy Research Section,0.0
Protein Chemistry Section,Functional Cellular Networks Section,0.0
Protein Chemistry Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.0
Protein Chemistry Section,Human Eosinophil Section,0.0
Protein Chemistry Section,Immune Deficiency Genetics Section,0.0
Protein Chemistry Section,Infectious Disease Fellowship Training Program,0.0
Protein Chemistry Section,Integrative Immunobiology Section,0.0
Protein Chemistry Section,Molecular Parasitology and Entomology Unit,0.0
Protein Chemistry Section,Molecular and Cellular Immunoregulation Section,0.0
Protein Chemistry Section,Multiscale Systems Biology Section,0.0
Protein Chemistry Section,NIAID International Center of Excellence in Research Cambodia,0.0
Protein Chemistry Section,Primary Immune Deficiency Clinic,0.0
