section_a,section_b,project_cat_similarity
Integrative Immunobiology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.08333333333333333
Lung and Vascular Inflammation Section,HIV Pathogenesis Section,0.08333333333333333
Lyme Disease Studies Unit,Inflammation Biology Section,0.08333333333333333
Malaria Infection Biology and Immunity Unit,Genetic Engineering Section,0.08333333333333333
Molecular Parasitology Section,Human Eosinophil Section,0.08333333333333333
Molecular Pathogenesis and Biomarkers Section,Computational Biology Unit,0.08333333333333333
Molecular Pathogenesis and Biomarkers Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.08333333333333333
Molecular Pathology Section,Immunity to Pulmonary Pathogens Section,0.08333333333333333
Molecular and Cellular Immunology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.08333333333333333
Molecular and Cellular Immunoregulation Section,International HIV/STD Section,0.08333333333333333
Multiscale Systems Biology Section,HIV Pathogenesis Section,0.08333333333333333
Neuroimmunological Diseases Section,Intracellular Parasite Biology Section,0.08333333333333333
Pathogen Molecular Genetics Section,Barrier Immunity Section,0.08333333333333333
Physiology Unit,Inflammation & Innate Immunity Unit,0.08333333333333333
Physiology Unit,Molecular Development of the Immune System Section,0.08333333333333333
Primary Immune Deficiency Clinic,Genetic Engineering Section,0.08333333333333333
Primary Immune Deficiency Clinic,Immunity to Pulmonary Pathogens Section,0.08333333333333333
Primary Immune Deficiency Clinic,Lyme Disease Studies Unit,0.08333333333333333
Quantitative Virology and Evolution Unit,Cell Signaling and Immunity Section,0.08333333333333333
Salmonella-Host Cell Interactions Section,Inflammation Biology Section,0.08333333333333333
Salmonella-Host Cell Interactions Section,Malaria Infection Biology and Immunity Unit,0.08333333333333333
Salmonella-Host Cell Interactions Section,Molecular Pathology Section,0.08333333333333333
Scientist Emerita,Barrier Immunity Section,0.08333333333333333
T-Lymphocyte Biology Section,Food Allergy Research Section,0.08333333333333333
T-Lymphocyte Biology Section,Quantitative Virology and Evolution Unit,0.08333333333333333
TSE/Prion Biochemistry Section,Apicomplexan Molecular Physiology Section,0.08333333333333333
TSE/Prion Biochemistry Section,Cell Signaling and Immunity Section,0.08333333333333333
TSE/Prion Molecular Biology Section,Autoimmunity and Functional Genomics Section,0.08333333333333333
TSE/Prion and Retroviral Pathogenesis Section,Malaria Functional Genomics Section,0.08333333333333333
Translational Autoinflammatory Disease Studies Unit,Chemotaxis Signal Section,0.08333333333333333
Translational Autoinflammatory Disease Studies Unit,Scientist Emerita,0.08333333333333333
Translational Autoinflammatory Disease Studies Unit,TSE/Prion Molecular Biology Section,0.08333333333333333
Type 2 Immunity Section,Mast Cell Biology Section,0.08333333333333333
Vector Molecular Biology Section,HIV Pathogenesis Section,0.08333333333333333
Vector-Pathogen-Host Interaction Unit,Immunity to Pulmonary Pathogens Section,0.08333333333333333
Vector-Pathogen-Host Interaction Unit,Physiology Unit,0.08333333333333333
Viral Biochemistry Section,Gene Regulation Section,0.08333333333333333
Viral Budding Unit,Cell Signaling and Immunity Section,0.08333333333333333
Viral Budding Unit,Mucosal Immunobiology Section,0.08333333333333333
Viral Budding Unit,T-Lymphocyte Biology Section,0.08333333333333333
Malaria Cell Biology Section,Coxiella Pathogenesis Section,0.08287292817679558
Molecular Genetics Section (Laboratory of Viral Diseases),Disease Modeling and Transmission Section,0.08264462809917356
Structural Virology Section,Innate Immunity and Pathogenesis Section,0.08247422680412371
Structural Virology Section,Malaria Infection Biology and Immunity Unit,0.08247422680412371
Emerging Respiratory Viruses Section,B-Cell Immunology Section,0.08235294117647059
Infectious Disease Fellowship Training Program,Emerging Respiratory Viruses Section,0.08235294117647059
Medical Virology Section,B-Cell Immunology Section,0.08235294117647059
Medical Virology Section,Infectious Disease Fellowship Training Program,0.08235294117647059
Structural Informatics Unit,Genetic Engineering Section,0.08235294117647059
Immunopathogenesis Section (Laboratory of Immunoregulation),Fungal Pathogenesis Section,0.0821917808219178
Immunobiology Section,HIV Pathogenesis Section,0.08196721311475409
Molecular HIV Host Interactions Section,Malaria Functional Genomics Section,0.08196721311475409
Molecular Microbiology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.08196721311475409
Scientist Emerita,Molecular Development of the Immune System Section,0.08196721311475409
Vector-Pathogen-Host Interaction Unit,Clinical and Molecular Retrovirology Section,0.08196721311475409
Viral Biochemistry Section,Immunobiology Section,0.08196721311475409
Viral Immunology Section,Host-Parasite Interactions Section,0.08196721311475409
Viral Pathogenesis and Evolution Section,Type 2 Immunity Section,0.08196721311475409
TSE/Prion and Retroviral Pathogenesis Section,International HIV/STD Section,0.08187134502923976
Viral Pathogenesis and Evolution Section,Epithelial Therapeutics Unit,0.08181818181818182
Viral Pathogenesis and Evolution Section,Structural Informatics Unit,0.08181818181818182
Neuroimmunology Unit,HIV Pathogenesis Section,0.08163265306122448
Pathogen-Host Cell Biology Section,Autoimmunity and Functional Genomics Section,0.08163265306122448
Viral Biochemistry Section,Immune Deficiency Genetics Section,0.08163265306122448
Viral Pathogenesis and Vaccine Section,Antibacterial Host Defense Unit,0.08163265306122448
Viral Pathogenesis and Vaccine Section,Translational Autoinflammatory Disease Studies Unit,0.08163265306122448
Pathogenesis and Immunity Section,Malaria Immunology Section,0.08152173913043478
Vaccine Development Unit,Malaria Immunology Section,0.08152173913043478
Molecular HIV Host Interactions Section,DNA Tumor Virus Section,0.08148148148148149
Plague Section,Molecular HIV Host Interactions Section,0.08148148148148149
Malaria Functional Genomics Section,Malaria Cell Biology Section,0.08139534883720931
Scientist Emerita,Malaria Cell Biology Section,0.08139534883720931
Viral Biology Section,Helminth Immunology Section,0.08139534883720931
Inflammation Biology Section,Genetic Immunotherapy Section,0.08130081300813008
Viral Pathogenesis Section (Laboratory of Immunoregulation),Disease Modeling and Transmission Section,0.08130081300813008
Bacterial Pathogenesis and Antimicrobial Resistance Unit,B-Cell Molecular Immunology Section,0.08108108108108109
Chemotaxis Signal Section,Apicomplexan Molecular Physiology Section,0.08108108108108109
Gene Regulation Section,Fungal Pathogenesis Section,0.08108108108108109
Host-Pathogen Interactions and Structural Vaccinology Section,Food Allergy Research Section,0.08108108108108109
Molecular Genetics Section (Laboratory of Viral Diseases),B-Cell Immunology Section,0.08108108108108109
Molecular Genetics Section (Laboratory of Viral Diseases),Caliciviruses Section,0.08108108108108109
Pathogen-Host Cell Biology Section,Barrier Immunity Section,0.08108108108108109
Salmonella-Host Cell Interactions Section,Molecular Pathogenesis and Biomarkers Section,0.08108108108108109
Signaling Systems Section,Malaria Infection Biology and Immunity Unit,0.08108108108108109
Structural Biology Section,Salmonella-Host Cell Interactions Section,0.08108108108108109
T-Lymphocyte Biology Section,Malaria Functional Genomics Section,0.08108108108108109
TSE/Prion Molecular Biology Section,Innate Immunity and Pathogenesis Section,0.08108108108108109
Tuberculosis Research Section,HIV Immunovirology Section,0.08108108108108109
Viral Pathogenesis and Evolution Section,Host-Parasite Interactions Section,0.08108108108108109
International HIV/STD Section,Apicomplexan Molecular Physiology Section,0.08088235294117647
Microbial Pathogenesis Section,Inflammation & Innate Immunity Unit,0.08080808080808081
Microbial Pathogenesis Section,Innate Immunity and Pathogenesis Section,0.08080808080808081
Immune Deficiency Genetics Section,Biology of Vector-Borne Viruses Section,0.08064516129032258
Mast Cell Biology Section,HIV Immunovirology Section,0.08064516129032258
Mosquito Immunity and Vector Competence Section,Molecular HIV Host Interactions Section,0.08064516129032258
Physiology Unit,Cellular Immunology Section,0.08064516129032258
TSE/Prion Biochemistry Section,Epithelial Therapeutics Unit,0.08064516129032258
TSE/Prion and Retroviral Pathogenesis Section,Fungal Pathogenesis Section,0.08064516129032258
Virus Ecology Section,Mast Cell Biology Section,0.08064516129032258
Viral Pathogenesis Section (Laboratory of Immunoregulation),Tuberculosis Research Section,0.08053691275167785
Neuroimmunological Diseases Section,Chlamydial Diseases Section,0.08045977011494253
Neuroimmunology Unit,Malaria Cell Biology Section,0.08040201005025126
Genetic Immunotherapy Section,Epithelial Therapeutics Unit,0.08035714285714286
Human Immunological Diseases Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.08035714285714286
Lymphocyte Activation Section,Innate Immunity and Pathogenesis Section,0.08035714285714286
Lymphocyte Biology Section,Integrative Immunobiology Section,0.08035714285714286
HIV Pathogenesis Section,Autoimmunity and Functional Genomics Section,0.08
HIV Pathogenesis Section,Cell Signaling and Immunity Section,0.08
Immunity to Pulmonary Pathogens Section,Host-Parasite Interactions Section,0.08
Integrative Immunobiology Section,Barrier Immunity Section,0.08
Molecular HIV Host Interactions Section,Molecular Genetics Section (Laboratory of Bacteriology),0.08
Molecular and Cellular Immunoregulation Section,Disease Modeling and Transmission Section,0.08
Neuroimmunology Unit,Fungal Pathogenesis Section,0.08
Nonhuman Primate Virology Section,Antibacterial Host Defense Unit,0.08
Physiology Unit,LID Clinical Studies Unit,0.08
Quantitative Virology and Evolution Unit,Primary Immune Deficiency Clinic,0.08
Structural Biology Section,Microbial Pathogenesis Section,0.08
Structural Immunology Section,Malaria Infection Biology and Immunity Unit,0.08
TSE/Prion Molecular Biology Section,Epithelial Therapeutics Unit,0.08
TSE/Prion and Retroviral Pathogenesis Section,Autoimmunity and Functional Genomics Section,0.08
Translational Autoinflammatory Disease Studies Unit,HIV Pathogenesis Section,0.08
Viral Biochemistry Section,Translational Autoinflammatory Disease Studies Unit,0.08
Viral Budding Unit,Host-Pathogen Interactions and Structural Vaccinology Section,0.08
Viral Budding Unit,Primary Immune Deficiency Clinic,0.08
Viral Pathogenesis Section (Laboratory of Immunoregulation),Mast Cell Biology Section,0.08
Viral Pathogenesis Section (Laboratory of Viral Diseases),Physiology Unit,0.08
Hepatic Pathogenesis Section,Disease Modeling and Transmission Section,0.07971014492753623
Lymphocyte Activation Section,Epithelial Therapeutics Unit,0.07964601769911504
Lymphocyte Activation Section,LID Clinical Studies Unit,0.07964601769911504
Viral Pathogenesis and Evolution Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.07964601769911504
Pathogenesis and Immunity Section,Immunity to Pulmonary Pathogens Section,0.07957559681697612
Vaccine Development Unit,Immunity to Pulmonary Pathogens Section,0.07957559681697612
Molecular HIV Host Interactions Section,Disease Modeling and Transmission Section,0.0794392523364486
Immune Deficiency Genetics Section,Cellular Biology Section,0.07936507936507936
Immunobiology Section,Barrier Immunity Section,0.07936507936507936
Infectious Disease Fellowship Training Program,Immunity to Pulmonary Pathogens Section,0.07936507936507936
Molecular and Cellular Immunology Section,Human Immunological Diseases Section,0.07936507936507936
Pathogen-Host Cell Biology Section,Molecular Pathology Section,0.07936507936507936
Physiology Unit,Neuroimmunological Diseases Section,0.07936507936507936
Structural Biology Section,International HIV/STD Section,0.07936507936507936
Structural Immunology Section,Molecular Pathogenesis and Biomarkers Section,0.07936507936507936
T-Lymphocyte Biology Section,Emerging Respiratory Viruses Section,0.07936507936507936
T-Lymphocyte Biology Section,Medical Virology Section,0.07936507936507936
Tuberculosis Research Section,Hepatic Pathogenesis Section,0.07926829268292683
Primary Immune Deficiency Clinic,Emerging Respiratory Viruses Section,0.07905138339920949
Primary Immune Deficiency Clinic,Medical Virology Section,0.07905138339920949
Gene Regulation Section,Barrier Immunity Section,0.07894736842105263
Malaria Infection Biology and Immunity Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07894736842105263
Mucosal Immunobiology Section,HIV Pathogenesis Section,0.07894736842105263
