section_a,section_b,keyword_similarity
Host-Parasite Interactions Section,Emerging Respiratory Viruses Section,0.00980392156862745
Medical Virology Section,Host-Parasite Interactions Section,0.00980392156862745
RML Flow Cytometry Unit,Bacterial Physiology and Metabolism Unit,0.00980392156862745
Tick-Pathogen Transmission Unit,Lung and Vascular Inflammation Section,0.00980392156862745
Tick-Pathogen Transmission Unit,Pathogen-Host Cell Biology Section,0.00980392156862745
Viral Budding Unit,Molecular Pathogenesis and Biomarkers Section,0.00980392156862745
Pathogenesis and Immunity Section,Host-Parasite Interactions Section,0.009787928221859706
Vaccine Development Unit,Host-Parasite Interactions Section,0.009787928221859706
Immunopathogenesis Section (Laboratory of Immunoregulation),Functional Cellular Networks Section,0.009784735812133072
Molecular Entomology Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.009781790820165538
Viral Pathogenesis and Vaccine Section,Building 50,0.009771986970684038
Multiscale Systems Biology Section,Emerging Respiratory Viruses Section,0.009765625
Multiscale Systems Biology Section,Medical Virology Section,0.009765625
NIAID International Center of Excellence in Research Cambodia,Emerging Respiratory Viruses Section,0.009765625
NIAID International Center of Excellence in Research Cambodia,Medical Virology Section,0.009765625
Pathogenesis and Immunity Section,Functional Cellular Networks Section,0.009765625
Vaccine Development Unit,Functional Cellular Networks Section,0.009765625
Coxiella Pathogenesis Section,Building 14B South,0.00975609756097561
Molecular Pathogenesis Unit,Building 50,0.00975609756097561
RML Microscopy Unit,Building 50,0.00975609756097561
Viral Budding Unit,Malaria Immunology Section,0.00975609756097561
Prion Cell Biology Unit,Genetic Engineering Section,0.009746588693957114
Research Technology Branch,Pathogenesis and Immunity Section,0.009746588693957114
Vaccine Development Unit,Research Technology Branch,0.009746588693957114
International HIV/STD Section,Integrative Immunobiology Section,0.009726443768996961
Molecular Pathogenesis Unit,Functional Cellular Networks Section,0.009708737864077669
RML Microscopy Unit,Functional Cellular Networks Section,0.009708737864077669
Scientist Emerita,Prion Cell Biology Unit,0.009708737864077669
Viral Pathogenesis and Vaccine Section,Research Technology Branch,0.009708737864077669
Viral Biochemistry Section,Disease Modeling and Transmission Section,0.009693053311793215
Lung and Vascular Inflammation Section,Biological Imaging,0.009685230024213076
Pathogen-Host Cell Biology Section,Biological Imaging,0.009685230024213076
Prion Cell Biology Unit,Clinical Research Section,0.009685230024213076
T-Cell Tolerance and Memory Section,Lymphocyte Activation Section,0.00967982129560685
Immunobiology Section,Functional Cellular Networks Section,0.009671179883945842
Immune Deficiency Genetics Section,Clinical Microbiome Unit (CMU),0.009668508287292817
Lymphocyte Biology Section,Host-Parasite Interactions Section,0.00966183574879227
Molecular Defenses Section,Host-Parasite Interactions Section,0.00966183574879227
Molecular HIV Host Interactions Section,Building 50,0.00966183574879227
Office of the Animal Program Director,Lung and Vascular Inflammation Section,0.00966183574879227
Pathogen-Host Cell Biology Section,Office of the Animal Program Director,0.00966183574879227
Prion Cell Biology Unit,Microbial Pathogenesis Section,0.00966183574879227
Translational Allergic Immunopathology Unit,Molecular Parasitology and Entomology Unit,0.00966183574879227
Transplant Infectious Diseases Consult Service,Building 50,0.00966183574879227
Lymphocyte Activation Section,Biological Imaging,0.009651076466221232
Office of the Animal Program Director,Emerging Respiratory Viruses Section,0.009624639076034648
Office of the Animal Program Director,Medical Virology Section,0.009624639076034648
Host-Parasite Interactions Section,HIV-Specific Immunity Section,0.009615384615384616
Infectious Disease Pathogenesis Section,Building 50,0.009615384615384616
Metaorganism Immunity Section,Host-Parasite Interactions Section,0.009615384615384616
Salmonella-Host Cell Interactions Section,Lung and Vascular Inflammation Section,0.009615384615384616
Systems Genomics Section,Molecular Genetics Section (Laboratory of Bacteriology),0.009615384615384616
Vector-Pathogen-Host Interaction Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.009615384615384616
Twinbrook Imaging Facility,Pathogen-Host Cell Biology Section,0.009592326139088728
Research Technology Branch,Molecular HIV Host Interactions Section,0.009569377990430622
Vector-Pathogen-Host Interaction Unit,Translational Immunobiology Unit,0.009549795361527967
International HIV/STD Section,Clinical Microbiome Unit (CMU),0.009540846750149075
NIAID International Center of Excellence in Research Cambodia,Disease Modeling and Transmission Section,0.009540329575021683
HIV-Specific Immunity Section,Building 50,0.009523809523809525
Host-Parasite Interactions Section,DNA Tumor Virus Section,0.009523809523809525
Lyme Disease Studies Unit,Building 14B South,0.009523809523809525
Viral Biology Section,Building 50,0.009523809523809525
T-Cell Tolerance and Memory Section,Helminth Immunology Section,0.009505703422053232
HIV-Specific Immunity Section,Functional Cellular Networks Section,0.009478672985781991
Molecular Parasitology Section,Host-Parasite Interactions Section,0.009478672985781991
Translational Autoinflammatory Disease Studies Unit,Functional Cellular Networks Section,0.009472259810554804
T-Cell Tolerance and Memory Section,Disease Modeling and Transmission Section,0.009458297506448839
Integrative Immunobiology Section,Helminth Immunology Section,0.009457755359394703
Pathogen-Host Cell Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.009456264775413711
Prion Cell Biology Unit,Lung and Vascular Inflammation Section,0.009456264775413711
Prion Cell Biology Unit,Pathogen-Host Cell Biology Section,0.009456264775413711
Lymphocyte Activation Section,Epithelial Therapeutics Unit,0.009454545454545455
Genetic Engineering Section,Apicomplexan Molecular Physiology Section,0.00945179584120983
Viral Pathogenesis and Evolution Section,Biological Imaging,0.009448818897637795
Office of the Animal Program Director,HIV Immunovirology Section,0.009433962264150943
Prion Cell Biology Unit,B-Cell Molecular Immunology Section,0.009433962264150943
RML Flow Cytometry Unit,Functional Cellular Networks Section,0.009433962264150943
Viral Biochemistry Section,Building 14B South,0.009433962264150943
Viral Biology Section,Functional Cellular Networks Section,0.009433962264150943
Viral Budding Unit,Apicomplexan Molecular Physiology Section,0.009433962264150943
Translational Autoinflammatory Disease Studies Unit,Quantitative Virology and Evolution Unit,0.009421265141318977
Viral Pathogenesis and Evolution Section,Salmonella-Host Cell Interactions Section,0.009404388714733543
Integrative Immunobiology Section,Disease Modeling and Transmission Section,0.009393680614859094
Functional Cellular Networks Section,Coxiella Pathogenesis Section,0.009389671361502348
Microbial Pathogenesis Section,Clinical Microbiome Unit (CMU),0.00936768149882904
Host-Pathogen Interactions and Structural Vaccinology Section,Hepatic Pathogenesis Section,0.009345794392523364
Neuroimmunology Unit,Building 14B South,0.009345794392523364
Prion Cell Biology Unit,Gene Regulation Section,0.009345794392523364
Translational Immunobiology Unit,Microbial Pathogenesis Section,0.009345794392523364
Viral Biochemistry Section,Antibody Biology Unit,0.009345794392523364
Viral Biochemistry Section,Pathogen Molecular Genetics Section,0.009345794392523364
Viral Biology Section,Research Technology Branch,0.009345794392523364
Viral Budding Unit,TSE/Prion Molecular Biology Section,0.009345794392523364
Viral Biochemistry Section,Vector-Pathogen-Host Interaction Unit,0.009333333333333334
Emerging Respiratory Viruses Section,Clinical Microbiome Unit (CMU),0.00931098696461825
Medical Virology Section,Clinical Microbiome Unit (CMU),0.00931098696461825
Translational Autoinflammatory Disease Studies Unit,Computational Biology Unit,0.009308510638297872
Emerging Respiratory Viruses Section,Buildings 4 and 10/11C127,0.009302325581395349
Medical Virology Section,Buildings 4 and 10/11C127,0.009302325581395349
Neuroimmunology Unit,Antibody Biology Unit,0.009302325581395349
HIV Pathogenesis Section,Functional Cellular Networks Section,0.00929368029739777
Neuroimmunology Unit,Host-Parasite Interactions Section,0.009287925696594427
Viral Pathogenesis Section (Laboratory of Viral Diseases),Research Technology Branch,0.009287925696594427
Nonhuman Primate Virology Section,Molecular Pathology Section,0.00927643784786642
Immune Activation Section,Building 50,0.009259259259259259
Molecular Signaling Section,Building 50,0.009259259259259259
TSE/Prion and Retroviral Pathogenesis Section,Molecular Genetics Section (Laboratory of Bacteriology),0.009259259259259259
Translational Autoinflammatory Disease Studies Unit,Biological Imaging,0.009259259259259259
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular Pathology Section,0.009259259259259259
Translational Autoinflammatory Disease Studies Unit,Building 33,0.009247027741083224
Immune Activation Section,Functional Cellular Networks Section,0.009242144177449169
Molecular Signaling Section,Functional Cellular Networks Section,0.009242144177449169
Human Eosinophil Section,Functional Cellular Networks Section,0.00922509225092251
Molecular Genetics Section (Laboratory of Bacteriology),Intracellular Parasite Biology Section,0.00922266139657444
Translational Allergic Immunopathology Unit,Office of the Animal Program Director,0.009216589861751152
Vector Biology Section,Antibody Biology Unit,0.009216589861751152
Molecular Genetics Section (Laboratory of Viral Diseases),Disease Modeling and Transmission Section,0.009205020920502092
NIAID International Center of Excellence in Research Cambodia,Clinical Pathophysiology Section,0.009202453987730062
Immune Deficiency Genetics Section,Building 33,0.009193776520509194
Multiscale Systems Biology Section,Immune Activation Section,0.009191176470588236
Multiscale Systems Biology Section,Molecular Signaling Section,0.009191176470588236
NIAID International Center of Excellence in Research Cambodia,Immune Activation Section,0.009191176470588236
NIAID International Center of Excellence in Research Cambodia,Molecular Signaling Section,0.009191176470588236
Multiscale Systems Biology Section,Human Immunological Diseases Section,0.009184845005740528
Multiscale Systems Biology Section,Human Eosinophil Section,0.009174311926605505
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Building 33,0.009170806266717615
Integrative Immunobiology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.00916030534351145
Tuberculosis Research Section,Multiscale Systems Biology Section,0.009140767824497258
Molecular Genetics Section (Laboratory of Bacteriology),Host-Parasite Interactions Section,0.0091324200913242
Mosquito Immunity and Vector Competence Section,Molecular Genetics Section (Laboratory of Bacteriology),0.0091324200913242
Research Technology Branch,Lyme Disease Studies Unit,0.0091324200913242
Vector-Pathogen-Host Interaction Unit,T-Cell Tolerance and Memory Section,0.009122807017543859
Viral Budding Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.009101251422070534
Molecular Genetics Section (Laboratory of Bacteriology),Building 14B South,0.00909090909090909
Mucosal Immunity Section,Molecular Genetics Section (Laboratory of Bacteriology),0.00909090909090909
Human Immunological Diseases Section,Computational Biology Unit,0.009080590238365494
Mast Cell Biology Section,Buildings 4 and 10/11C127,0.009075907590759076
Tick-Pathogen Transmission Unit,Nonhuman Primate Virology Section,0.009070294784580499
Molecular Genetics Section (Laboratory of Bacteriology),Cell Signaling and Immunity Section,0.00906344410876133
Host-Pathogen Interactions and Structural Vaccinology Section,HIV Immunovirology Section,0.00904977375565611
Molecular Genetics Section (Laboratory of Bacteriology),Malaria Functional Genomics Section,0.00904977375565611
