section_a,section_b,project_term_similarity
Malaria Functional Genomics Section,Lymphocyte Activation Section,0.05091438071487947
Structural Virology Section,Functional Cellular Networks Section,0.05090612909794339
Epithelial Therapeutics Unit,Chemotaxis Signal Section,0.05089408528198074
Molecular Pathology Section,International HIV/STD Section,0.050886789325377095
Immunopathogenesis Section (Laboratory of Immunoregulation),Functional Cellular Networks Section,0.050858438613540655
Viral Immunity and Pathogenesis Unit,Buildings 4 and 10/11C127,0.05084745762711865
Viral Budding Unit,Molecular Pathogenesis and Biomarkers Section,0.05083260297984225
Vector Biology Section,Food Allergy Research Section,0.05075593952483801
Tuberculosis Research Section,Genetic Engineering Section,0.050750906266183324
Innate Immunity and Pathogenesis Section,Clinical Pathophysiology Section,0.050734312416555405
Infectious Disease Fellowship Training Program,Buildings 4 and 10/11C127,0.050684931506849315
Viral Immunology Section,Lyme Disease Studies Unit,0.05065554231227652
Vector Biology Section,Primary Immune Deficiency Clinic,0.0506389020350213
Lyme Disease Studies Unit,Functional Cellular Networks Section,0.05060240963855422
Scientist Emerita,International HIV/STD Section,0.050593607305936074
Structural Informatics Unit,Pathogen-Host Cell Biology Section,0.05058365758754864
Viral Immunology Section,Primary Immune Deficiency Clinic,0.05057803468208093
Vector-Pathogen-Host Interaction Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.05056759545923633
Structural Immunology Section,Food Allergy Research Section,0.05056513979773944
Molecular HIV Host Interactions Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.05054566341183228
Malaria Functional Genomics Section,Lyme Disease Studies Unit,0.05054432348367029
Viral Immunity and Pathogenesis Unit,Cell Signaling and Immunity Section,0.050538525269262634
Viral Biology Section,Epithelial Therapeutics Unit,0.050473186119873815
Lymphocyte Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.05043177892918826
Neuroimmunology Unit,HIV Pathogenesis Section,0.0504297994269341
Salmonella-Host Cell Interactions Section,Prion Cell Biology Unit,0.05042016806722689
Intracellular Parasite Biology Section,Fungal Pathogenesis Section,0.05041436464088398
Barrier Immunity Section,B-Cell Molecular Immunology Section,0.05040930633347695
Neuroimmunological Diseases Section,Molecular HIV Host Interactions Section,0.050402039615610905
Molecular Genetics Section (Laboratory of Viral Diseases),Inflammation & Innate Immunity Unit,0.050387596899224806
Translational Allergic Immunopathology Unit,TSE/Prion Molecular Biology Section,0.050335570469798654
Virus Ecology Section,Disease Modeling and Transmission Section,0.050314465408805034
Pathogenesis and Immunity Section,Caliciviruses Section,0.05029768014781359
Vaccine Development Unit,Caliciviruses Section,0.05029768014781359
Integrative Immunobiology Section,Clinical and Molecular Retrovirology Section,0.05029013539651837
Inflammation & Innate Immunity Unit,Gene Regulation Section,0.05028735632183908
Viral Budding Unit,Gene Regulation Section,0.050271739130434784
Vector-Pathogen-Host Interaction Unit,Buildings 4 and 10/11C127,0.05025996533795494
Molecular and Cellular Immunology Section,Innate Immunity and Pathogenesis Section,0.05025125628140704
Molecular Genetics Section (Laboratory of Viral Diseases),Human Immunological Diseases Section,0.05024898143956542
Quantitative Virology and Evolution Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.050175029171528586
HIV Immunovirology Section,B-Cell Molecular Immunology Section,0.050170068027210885
Malaria Infection Biology and Immunity Unit,Chemotaxis Signal Section,0.05013192612137203
Translational Mycology Section,International HIV/STD Section,0.05013192612137203
TSE/Prion Molecular Biology Section,Emerging Respiratory Viruses Section,0.05012722646310432
TSE/Prion Molecular Biology Section,Medical Virology Section,0.05012722646310432
Viral Biology Section,Tuberculosis Research Section,0.050100777425856606
TSE/Prion Biochemistry Section,Molecular HIV Host Interactions Section,0.05009784735812133
Systems Genomics Section,Structural Biology Section,0.05008944543828265
Structural Immunology Section,Lyme Disease Studies Unit,0.05006705409029951
Pathogen Molecular Genetics Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.05004874878128047
Lung and Vascular Inflammation Section,Fungal Pathogenesis Section,0.05002908667830134
Innate Immunity and Pathogenesis Section,Genetic Engineering Section,0.05
Virus Ecology Section,TSE/Prion Biochemistry Section,0.05
Structural Biology Section,Lung and Vascular Inflammation Section,0.049972542559033495
Viral Budding Unit,TSE/Prion Biochemistry Section,0.04995102840352596
TSE/Prion Biochemistry Section,Structural Informatics Unit,0.049943246311010214
Molecular Genetics Section (Laboratory of Viral Diseases),HIV-Specific Immunity Section,0.049939098660170524
Vector-Pathogen-Host Interaction Unit,Primary Immune Deficiency Clinic,0.049924357034795766
Systems Genomics Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.04991680532445923
TSE/Prion and Retroviral Pathogenesis Section,LID Clinical Studies Unit,0.04991394148020654
Pathogen-Host Cell Biology Section,Computational Biology Unit,0.04990757855822551
Molecular Genetics Section (Laboratory of Viral Diseases),Metaorganism Immunity Section,0.049906425452276984
Viral Immunity and Pathogenesis Unit,Metaorganism Immunity Section,0.049891540130151846
Viral Biology Section,Clinical Research Section,0.049890350877192985
Lymphocyte Activation Section,Epidemiology and Population Studies Unit,0.04987735077677841
Salmonella-Host Cell Interactions Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.04987046632124352
Structural Biology Section,Multiscale Systems Biology Section,0.04985754985754986
T-Lymphocyte Biology Section,Lymphocyte Activation Section,0.049855789039967034
Malaria Cell Biology Section,Buildings 4 and 10/11C127,0.049850448654037885
Human Eosinophil Section,Disease Modeling and Transmission Section,0.04983630411058567
Inflammation & Innate Immunity Unit,Cellular Immunology Section,0.0498238550578762
Lymphocyte Activation Section,Antibacterial Host Defense Unit,0.04981473857554549
Vector Molecular Biology Section,HIV Pathogenesis Section,0.04977664326738992
Structural Biology Section,Molecular Defenses Section,0.04976462676529926
Gene Regulation Section,Clinical Research Section,0.04976114649681529
Mast Cell Biology Section,Functional Cellular Networks Section,0.04967869500741473
Structural Informatics Unit,Buildings 4 and 10/11C127,0.04966887417218543
Neuroimmunology Unit,Malaria Infection Biology and Immunity Unit,0.04964539007092199
Molecular Genetics Section (Laboratory of Viral Diseases),Intracellular Parasite Biology Section,0.04959196484620213
Structural Biology Section,Pathogen Molecular Genetics Section,0.04954954954954955
TSE/Prion Biochemistry Section,International HIV/STD Section,0.04954627949183303
Mosquito Immunity and Vector Competence Section,Malaria Infection Biology and Immunity Unit,0.04953820319059614
Translational Allergic Immunopathology Unit,DNA Tumor Virus Section,0.04950495049504951
T-Cell Tolerance and Memory Section,International HIV/STD Section,0.04948680351906158
Molecular Biology Section,Epithelial Therapeutics Unit,0.04948301329394387
Vector Biology Section,Human Eosinophil Section,0.049473684210526316
Translational Autoinflammatory Disease Studies Unit,Host-Parasite Interactions Section,0.04945454545454545
HIV Pathogenesis Section,Cellular Immunology Section,0.04945054945054945
Innate Immunity and Pathogenesis Section,Disease Modeling and Transmission Section,0.04940635771734968
Prion Cell Biology Unit,Caliciviruses Section,0.04938271604938271
TSE/Prion and Retroviral Pathogenesis Section,Innate Immunity and Pathogenesis Section,0.04938271604938271
TSE/Prion Biochemistry Section,Epithelial Therapeutics Unit,0.04936854190585534
HIV-Specific Immunity Section,Fungal Pathogenesis Section,0.049366244162775186
Prion Cell Biology Unit,Biology of Vector-Borne Viruses Section,0.04928664072632944
Structural Biology Section,Molecular and Cellular Immunoregulation Section,0.0492845786963434
Mucosal Immunity Section,Innate Immunity and Pathogenesis Section,0.049271636675235646
Systems Genomics Section,Mucosal Immunity Section,0.049269311064718165
Quantitative Virology and Evolution Unit,Epidemiology and Population Studies Unit,0.04923599320882852
Mast Cell Biology Section,Epidemiology and Population Studies Unit,0.04923150816522574
HIV Pathogenesis Section,Chemotaxis Signal Section,0.04920049200492005
Scientist Emerita,Integrative Immunobiology Section,0.04919786096256684
Malaria Cell Biology Section,Epidemiology and Population Studies Unit,0.04918839153959666
LID Clinical Studies Unit,Infectious Disease Fellowship Training Program,0.04918032786885246
Scientist Emerita,Fungal Pathogenesis Section,0.04918032786885246
Viral Immunity and Pathogenesis Unit,Pathogen Molecular Genetics Section,0.04918032786885246
Primary Immune Deficiency Clinic,Molecular HIV Host Interactions Section,0.0491769965454176
Translational Allergic Immunopathology Unit,Malaria Immunology Section,0.04916512059369202
Molecular Pathogenesis and Biomarkers Section,Genetic Engineering Section,0.049162011173184354
Mast Cell Biology Section,Chlamydial Diseases Section,0.049160379654417136
Structural Informatics Unit,Plague Section,0.049107142857142856
Multiscale Systems Biology Section,Genetic Engineering Section,0.04905660377358491
Inflammation & Innate Immunity Unit,Clinical and Molecular Retrovirology Section,0.049019607843137254
T-Cell Tolerance and Memory Section,Epithelial Therapeutics Unit,0.04895960832313342
Neuroimmunology Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.04893617021276596
Viral Pathogenesis Section (Laboratory of Immunoregulation),Vector-Pathogen-Host Interaction Unit,0.04892966360856269
Translational Allergic Immunopathology Unit,Immunity to Pulmonary Pathogens Section,0.048919226393629126
International HIV/STD Section,Biology of Vector-Borne Viruses Section,0.04891504229496138
Molecular Parasitology Section,Malaria Infection Biology and Immunity Unit,0.04891304347826087
Fungal Pathogenesis Section,Apicomplexan Molecular Physiology Section,0.04888888888888889
Viral Budding Unit,Inflammation & Innate Immunity Unit,0.04888888888888889
Viral Immunology Section,Food Allergy Research Section,0.04888888888888889
Structural Virology Section,Mucosal Immunobiology Section,0.0488771466314399
Neuroimmunological Diseases Section,International HIV/STD Section,0.048873546511627904
Molecular Development of the Immune System Section,Human Eosinophil Section,0.04885290148448043
Translational Allergic Immunopathology Unit,Inflammation Biology Section,0.04884004884004884
TSE/Prion Molecular Biology Section,International HIV/STD Section,0.048833423765599564
TSE/Prion Biochemistry Section,Inflammation & Innate Immunity Unit,0.04883227176220807
T-Lymphocyte Biology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.04881101376720901
Structural Informatics Unit,Immunity to Pulmonary Pathogens Section,0.04880817253121453
Viral Budding Unit,Molecular and Cellular Immunology Section,0.04880429477794046
Viral Pathogenesis and Vaccine Section,Physiology Unit,0.04875571356018284
Molecular Microbiology Section,Human Eosinophil Section,0.048752834467120185
Molecular and Cellular Immunology Section,Host-Parasite Interactions Section,0.04874371859296482
Translational Mycology Section,Emerging Respiratory Viruses Section,0.048732688790175074
Translational Mycology Section,Medical Virology Section,0.048732688790175074
Viral Budding Unit,Quantitative Virology and Evolution Unit,0.04871060171919771
TSE/Prion Molecular Biology Section,Computational Biology Unit,0.048701298701298704
Signaling Systems Section,International HIV/STD Section,0.048700109849871845
Quantitative Virology and Evolution Unit,Hepatic Pathogenesis Section,0.04868913857677903
TSE/Prion Biochemistry Section,Fungal Pathogenesis Section,0.04867724867724868
Intracellular Parasite Biology Section,Epithelial Therapeutics Unit,0.048656499636891795
Lymphocyte Activation Section,Buildings 4 and 10/11C127,0.04864532019704434
Molecular Microbiology Section,Fungal Pathogenesis Section,0.048628428927680795
Molecular Microbiology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.04862700228832952
International HIV/STD Section,Cellular Biology Section,0.048591549295774646
Immune Deficiency Genetics Section,Host-Parasite Interactions Section,0.04859028194361128
Systems Genomics Section,Genetic Immunotherapy Section,0.04858441104508913
Viral Budding Unit,Fungal Pathogenesis Section,0.04856512141280353
Viral Immunology Section,Malaria Infection Biology and Immunity Unit,0.04855371900826446
Malaria Cell Biology Section,HIV Immunovirology Section,0.04854881266490765
